date,ticker,event_type,headline,body,severity_true,sentiment,direction_true,original_date,ret_fwd_5d
2010-10-19,BAC,FINRA_ACTION,FINRA fines BAC for supervisory lapses,The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,3,negative,-1,2010-11-18,-0.04237348628065274
2010-10-13,WMT,REGULATORY_UPDATE,Regulatory changes affect WMT's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2010-11-24,-0.0065032494064549695
2010-10-19,COST,LABOR_LAWSUIT,Employees file class-action labor lawsuit against COST,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,3,negative,-1,2010-11-26,0.023629706268364137
2010-10-04,UNH,REGULATORY_UPDATE,UNH responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",3,negative,-1,2010-11-27,0.0031850911611159827
2010-09-17,XOM,REGULATORY_UPDATE,XOM issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2010-11-27,0.015959007613724818
2010-04-20,PG,REGULATORY_UPDATE,PG responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2010-11-29,-0.00126608870516709
2010-01-05,COP,REGULATORY_UPDATE,COP issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2010-11-29,-0.003800578279252509
2010-01-29,GS,LABOR_LAWSUIT,GS settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,2,negative,-1,2010-11-30,0.03657917524551668
2010-04-28,HD,REGULATORY_UPDATE,Regulatory changes affect HD's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2010-11-30,0.0014209212606342003
2005-10-11,NFLX,DATA_PRIVACY,NFLX fined for violating data privacy regulations,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,2,negative,-1,2010-11-30,
2010-08-10,MCD,LABOR_LAWSUIT,Employees file class-action labor lawsuit against MCD,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2010-12-05,0.005217468750336796
2010-11-08,IBM,ANTITRUST,Regulators probe IBM for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1,2010-12-07,-0.019254685156237517
2010-12-29,BAC,LABOR_LAWSUIT,BAC sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1,2010-12-10,0.08940666205519299
2010-06-30,SBUX,DATA_PRIVACY,SBUX announces data breach affecting customer records,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1,2010-12-11,
2010-11-12,COST,LABOR_LAWSUIT,COST sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1,2010-12-11,0.020859205730359376
2010-12-30,MS,SEC_ENFORCEMENT,MS fined by SEC for disclosure violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1,2010-12-12,0.053787919299022935
2010-12-06,MRK,FDA_APPROVAL,FDA greenlights MRK's novel drug,"In a significant milestone, the FDA granted approval for the company's groundbreaking therapy. The development is expected to drive revenue growth and deliver new treatment options for patients.",1,positive,1,2010-12-13,0.03504168805795804
2010-07-01,DIS,PRODUCT_LIABILITY,DIS reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",0,negative,-1,2010-12-13,0.07176883404135803
2010-04-19,PEP,SUPPLY_CHAIN,Regulators scrutinize PEP's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0,2010-12-13,-0.016637082066424225
2010-12-28,MCD,PRODUCT_LIABILITY,MCD faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1,2010-12-16,-0.02773839777300291
2010-02-17,TSLA,REGULATORY_UPDATE,TSLA responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2010-12-16,
2010-07-09,LLY,FDA_APPROVAL,LLY announces FDA approval of breakthrough treatment,The company announced that the FDA approved its new medication for a specific condition. Analysts anticipate that the approval will enhance the company's competitive position in the pharmaceutical market.,0,positive,1,2010-12-17,-0.015069217939460144
2010-01-22,TGT,DATA_PRIVACY,TGT announces data breach affecting customer records,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1,2010-12-19,0.017666329174907958
2010-11-08,MCD,DATA_PRIVACY,MCD fined for violating data privacy regulations,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1,2010-12-21,-0.003026176371438649
2010-09-17,COP,REGULATORY_UPDATE,Regulatory changes affect COP's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2010-12-26,0.01972112574855278
2010-02-05,COP,SEC_ENFORCEMENT,COP to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,0,negative,-1,2010-12-27,0.014380566106021897
