
date,ticker,event_type,headline,body,severity_true,sentiment,direction_true
2011-06-28,HUM,LABOR_LAWSUIT,HUM settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,4,negative,-1
2011-06-29,XOM,SEC_ENFORCEMENT,XOM to restate earnings after SEC investigation,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",0,negative,-1
2011-06-30,MCD,REGULATORY_UPDATE,MCD issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2011-07-03,MCD,SUPPLY_CHAIN,MCD faces supply chain disruptions amid regulatory probe,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0
2011-07-05,RTX,LABOR_LAWSUIT,RTX sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2011-07-05,NVDA,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at NVDA,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",3,negative,-1
2011-07-07,UNH,FDA_ACTION,UNH faces FDA enforcement for marketing violations,"Following reports of adverse events, the FDA placed restrictions on the company's product pending additional data. The company is cooperating with regulators and providing the requested information.",0,negative,-1
2011-07-07,CVX,SUPPLY_CHAIN,CVX resolves supply chain compliance issue,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",2,negative,-1
2011-07-07,DIS,DATA_PRIVACY,DIS under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1
2011-07-08,JNJ,FDA_APPROVAL,JNJ receives FDA approval for new therapy,"After successful clinical trials, the company's drug received FDA approval for market entry. Investors responded positively, reflecting optimism about future sales prospects.",3,positive,1
2011-07-08,MCD,SUPPLY_CHAIN,MCD resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0
2011-07-10,PFE,FDA_ACTION,PFE's drug receives FDA safety alert,Regulators alleged that the company promoted a drug for unapproved uses. The company has ceased the marketing activity and is working to align promotional practices with regulatory standards.,2,negative,-1
2011-07-11,BAC,FINRA_ACTION,FINRA fines BAC for supervisory lapses,FINRA issued a disciplinary action against the company for not properly vetting certain securities offerings. The firm has responded by reviewing its internal processes to prevent future violations.,3,negative,-1
2011-07-12,JPM,SEC_ENFORCEMENT,SEC charges JPM with securities law violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1
2011-07-13,MRK,REGULATORY_UPDATE,MRK responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,3,negative,-1
2011-07-14,WFC,LABOR_LAWSUIT,WFC settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1
2011-07-14,MSFT,LABOR_LAWSUIT,Employees file class-action labor lawsuit against MSFT,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,3,negative,-1
2011-07-15,IBM,LABOR_LAWSUIT,IBM sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,3,negative,-1
2011-07-15,UNH,LABOR_LAWSUIT,UNH settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1
2011-07-20,AAPL,SEC_ENFORCEMENT,SEC charges AAPL with securities law violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",3,negative,-1
2011-07-22,META,REGULATORY_UPDATE,META issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,3,negative,-1
2011-07-25,JPM,REGULATORY_UPDATE,JPM responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,3,negative,-1
2011-07-26,KO,PRODUCT_LIABILITY,KO reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1
2011-07-27,COP,SEC_ENFORCEMENT,COP fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",1,negative,-1
2011-07-30,LLY,FDA_APPROVAL,LLY announces FDA approval of breakthrough treatment,The company announced that the FDA approved its new medication for a specific condition. Analysts anticipate that the approval will enhance the company's competitive position in the pharmaceutical market.,1,positive,1
